vendor,legal_name,entities,category,federal_tax_classification,tax_address_on_file,contacts,active,spend_all_time,spend_365d,ramp_vendor_uuids
Sawadee Thai Cuisine,,FL,Restaurants,,,0,yes,29.71,29.71,4068b5ef-fdbf-4333-ae4f-bb992b207283
Vochos Urban Mexican Kitchen,,TN,Restaurants,,,0,yes,29.61,29.61,011a84f4-592c-4e44-b5f6-f3c401b08231
Gas Plus Auto,,TN,Fuel and Gas,,,0,yes,29.53,29.53,bddf4d9f-5722-40d0-8e2c-b03c4ae71441
Big Daddy's Grill & Bar,,TN,Restaurants,,,0,yes,29.45,29.45,ce5d96a2-49b0-4221-b468-4ea40c440dd8
Hook's Sushi Bar & Thai Food,,TN,Restaurants,,,0,yes,29.38,29.38,a81fb118-2cb9-4ca8-a725-78dad6d77d92
4th Street Shrimp Store,,TN,Restaurants,,,0,yes,29.20,29.20,4ee2aa6f-5b1e-4c21-aaff-4f283f32d2ad
Easirent,,FL,Car Rental,,,0,yes,28.98,28.98,700e1f69-d16d-48eb-be5c-359d5a7bdaa5
Bakery Makel,,FL,Supermarkets and Grocery Stores,,,0,yes,28.95,28.95,d9219a85-79d1-4111-b063-f62f6ad4aa3d
Deep Ellum,,TN,Parking,,,0,yes,28.80,28.80,bdcd8c70-34e6-4fa2-9efe-c4cd19ab8ff5
The Butcher & The Baker,,TN,Restaurants,,,0,yes,28.73,28.73,c4637c56-6cf1-4708-94b1-a263d45f0548
Dollar General,,FL|TN,General Merchandise,,,0,yes,28.42,28.42,ee11862f-93ca-4b04-bc53-45fd2182337c|eed73289-7a98-4a8a-af70-5567b159d5bf
Estacionamiento Hospital San Francisco,,FL,Parking,,,0,yes,28.00,28.00,93293694-169b-4f05-94fa-d7bef56fe8f9
Quality Mart,,TN,Fuel and Gas,,,0,yes,28.00,28.00,685ac33e-0e4a-45b0-9e32-b75a19844638
Cien Agaves,,FL,Restaurants,,,0,yes,27.84,27.84,b041a62d-55f8-4f11-bed4-718b73d6fdb2
The Pullman,,TN,Restaurants,,,0,yes,27.64,27.64,ef8f49de-d8d7-46b4-8d29-dfa9eb695c68
TODAY Show,,FL,Other,,,0,yes,27.59,27.59,d85ad081-5731-43e5-ab07-e98f1708622e
Market Street,,TX,Supermarkets and Grocery Stores,,,0,yes,27.58,27.58,c3142914-0437-4d39-a3ed-2fd0343dfcce
Tony Roma's,,TN,Restaurants,,,0,yes,27.44,27.44,cae9585f-6463-4a27-93ac-b60b748a9200
R&R Seafood Bar,,TN,Restaurants,,,0,yes,27.31,27.31,dca8d1ac-cd1c-44bf-9e63-cf9d7dede05c
Fairview Diner,,TX,Restaurants,,,0,yes,27.03,27.03,c7439707-f2d0-4d83-9c3c-29ac8242ba2c
Star Donuts,,FL,Restaurants,,,0,yes,27.02,27.02,d05760dd-f430-4ef4-8a67-56901f717b53
Ft Brook Gar,,FL,Parking,,,0,yes,27.00,27.00,38418734-544e-4295-97a8-ce21efeeba86
Plum Market,,TX,Restaurants,,,0,yes,26.89,26.89,36c47233-49e2-46d7-b3b6-fd730d6c8ef6
Twin Peaks Restaurant,,TN,Restaurants,,,0,yes,26.79,26.79,8a70ba8e-d6bb-4f5d-9d5d-9bb12cf81217
maryland,,TN,Travel Misc,,,0,yes,26.56,26.56,fc256953-c5c4-4d87-8b9a-c6daeb083ab5
J'S Donut,,FL,Supermarkets and Grocery Stores,,,0,yes,26.40,26.40,a93dc840-a82a-49c8-a429-b8270c14faea
TGI Fridays,,TN,Restaurants,,,0,yes,26.08,26.08,43d0c80e-463f-41f5-a90b-5f7f56d87ece
Dfw Airport Parking,,FL|TN|TX,Parking,,,0,yes,26.00,26.00,9c586c89-b430-49fc-92ed-1f7b91d684dc|2b356f95-e5ad-4608-8e52-b243c7f4eec4|cb042836-511b-4f61-80dc-21b5a7fe3613
The Goat,,TN,Restaurants,,,0,yes,25.88,25.88,2f10609f-17c9-467d-9c28-15bff604a6c9
Fazoli's,,TN,Restaurants,,,0,yes,25.84,25.84,3a7cf650-211a-4ad5-86ff-15091dadbbdb
PGA Tour Grill,,TN,Restaurants,,,0,yes,25.80,25.80,eefa2a37-9590-404d-92d5-f3052ac34aa5
DFW Airport,,FL,Restaurants,,,0,yes,25.79,25.79,8b9316e9-6619-4ea5-a78f-c3d6fdc9c4c1
fire + wine,,FL,Restaurants,,,0,yes,25.71,25.71,16bae71c-49d7-4937-a2bb-f21f62410e65
Stop-A-Minit,,TN,Fuel and Gas,,,0,yes,25.70,25.70,13dc2055-aa32-43d3-855b-043016661809
Cakes by Glorimar,,FL,Restaurants,,,0,yes,25.62,25.62,43067338-d8ea-4eb9-befd-29a1f7d3d371
Don Carlos,,TN,Restaurants,,,0,yes,25.59,25.59,261104ca-1aca-48ef-ace6-de4db6379cf8
Salsitas Tacos Al Carb,,TN,Restaurants,,,0,yes,25.37,25.37,7d55d0da-3364-4a9c-b5b5-db7201766a73
Milk & Honey,,FL,Restaurants,,,0,yes,25.15,25.15,7c1fdcb1-e128-492a-9eb1-6f6169aa55a1
Parkway Subs & Salads,,FL,Restaurants,,,0,yes,25.10,25.10,e4778e8f-04e0-4299-8398-4084f937dce9
Wyndham,,FL|TN|TX,Lodging,,,0,yes,25.00,25.00,0aee7e59-0fce-407a-91f9-0b4324230b7a|a7f54e5e-567d-46eb-b59e-b388d7173362|e5b76aa9-0c94-4d16-834c-b9242d51497e
Straight Talk Wireless,,TN,Internet and Phone,,,0,yes,25.00,25.00,89aca6ae-ea14-40e5-a2e2-c4f359ca3273
Four Seasons,,TX,Lodging,,,0,yes,25.00,25.00,9be24026-159c-425d-8847-c0612a991a71
Fast,,TN,Electronics,,,0,yes,24.85,24.85,ad2e91d0-ed3c-46d0-9eb8-27bb1d1f74da
Cpr Savers & First Aid,,TN,General Merchandise,,,0,yes,24.66,24.66,4cf9557e-3bb8-4c45-9d22-7e41b615b367
Allsup's Convenience Store,,FL,Fuel and Gas,,,0,yes,24.47,24.47,b214e27a-04e8-48a1-961d-c3e793a5a46c
Pizzeria Sprezza,,FL,Restaurants,,,0,yes,24.08,24.08,625bb40f-87d2-4606-955a-213f567f4d39
Malinche Mexican Cuisine,,FL,Restaurants,,,0,yes,24.04,24.04,856a825a-e9d6-4b41-b4f2-3ae37eab5af6
Lpc 150 Carnegie Way T,,TN,Parking,,,0,yes,24.00,24.00,e9d5e497-62ab-43a9-bcb5-92a825e5f666
Stax Omega Diner,,TN,Restaurants,,,0,yes,23.98,23.98,9a31915e-e79d-4d28-a687-d76aa7d8bb51
Four Corners,,TN,Fuel and Gas,,,0,yes,23.84,23.84,45a9ae80-96c0-467e-af1c-7fe6ab815945
Sake Hibachi Sushi & Bar,,FL,Restaurants,,,0,yes,23.49,23.49,5552c8b6-881b-4445-91b6-a7965f35a42f
Cornerstone Restaurant Restaurant,,TN,Restaurants,,,0,yes,23.23,23.23,2ebeb2c3-3772-47db-b31a-7a6ef4820069
Avondale Foodmart,,TN,Fuel and Gas,,,0,yes,23.04,23.04,e8e06cf5-9e6b-4c4e-9b92-1491593747d7
Jet's Pizza,,TN,Restaurants,,,0,yes,22.94,22.94,a4ce6ef5-1700-4684-812b-8034c1f82f6b
"Knoxville, TN",,TN,Restaurants,,,0,yes,22.94,22.94,7408123d-7294-469d-9534-4cdb3bd785c0
Luna Fuels,,TN,Fuel and Gas,,,0,yes,22.62,22.62,14b765c6-8fb5-4125-82ff-cda858266b60
Daily Drip Coffee & Desserts,,TN,Restaurants,,,0,yes,22.44,22.44,67a90131-9790-47f3-9929-b22b0e51599b
Knapp's Donut Shop,,TN,Restaurants,,,0,yes,22.40,22.40,c0c16a4e-6468-481f-b322-0c695589abdd
Power and Light Flats,,TN,Lodging,,,0,yes,22.35,22.35,8a174e3f-0bfa-4007-814d-f5dfd94624d9
Nando's PERi-PERi,,TN,Restaurants,,,0,yes,22.33,22.33,66bf02fd-9158-49a8-9679-d3e9d15e0609
Burrito Beach,,TN,Restaurants,,,0,yes,22.33,22.33,a73a91b1-c9aa-4c03-89cf-46c83c849cb1
Oklahoma's Original Burger,,TN,Restaurants,,,0,yes,21.96,21.96,59f3ce4f-e9a0-457b-b0b1-27c3eb0b1579
Harbor Freight Tools,,TN,General Merchandise,,,0,yes,21.95,21.95,8442aa2f-5d53-4212-9a5f-447059fe61dd
Salsarita's Fresh Mexican Grill,,TN,Restaurants,,,0,yes,21.78,21.78,95b4346f-1a10-4ed0-b3c5-54a97193088e
American Craft Tavern,,TN,Restaurants,,,0,yes,21.77,21.77,c69702a3-a90f-4f0b-9bf0-f548e97be0d0
MSE Branded Foods,,TN,Restaurants,,,0,yes,21.77,21.77,9ac45beb-e7c3-47af-a0d9-da72a26251d9
McDonald's,,TN|TX,Restaurants,,,0,yes,21.54,21.54,cbbc2cf8-24a8-4f25-9a5e-bef5f3aea546|13a5b68f-e31d-46fb-b466-3f501a0ad040
Clark Street Ale Hou,,TN,Alcohol and Bars,,,0,yes,21.42,21.42,37952b48-dad6-42c8-9444-d3fa96ce5ad9
Atlanta Airport Restaurant,,TN,Restaurants,,,0,yes,21.24,21.24,229abb66-be52-4c30-908b-10987edff824
M & M Parking Services,,FL,Parking,,,0,yes,20.60,20.60,6b395358-688f-4ffb-819d-1f9a308b115e
Queen City Market,,TN,General Merchandise,,,0,yes,20.56,20.56,5544ec3e-9bf6-4efd-b947-a6873667558f
San Antonio,,TX,Restaurants,,,0,yes,20.48,20.48,f58e3380-5f75-4c53-936c-5798bdae1352
Lebanon,,TN,Restaurants,,,0,yes,20.45,20.45,071006b5-1ebe-4aec-9213-be4516747514
Farm To Fit,,FL,Supermarkets and Grocery Stores,,,0,yes,20.24,20.24,70705f6c-fb72-4001-b937-19a3f40881ca
Papa's & Beer,,TN,Restaurants,,,0,yes,20.20,20.20,2ea301df-4616-48d9-9d4d-d2ea0ce0a899
Midlothian,,FL,Government Services,,,0,yes,20.09,20.09,1efd4887-7ecb-4fc6-911c-09cbb2485222
DHL Express,,TN,Shipping,,,0,yes,20.09,20.09,b6a17bf0-61a5-48f8-a6fd-a3ead607a3b2
Tampa,,FL,Restaurants,,,0,yes,20.02,20.02,e3490216-b7c7-4064-977d-cd045a98c5cf
Thai-Am Restaurant,,TN,Restaurants,,,0,yes,20.02,20.02,8d0ccb13-38b5-492e-b00d-72e12824fae8
Group Parking,,FL,Parking,,,0,yes,20.00,20.00,c2359ad7-e30f-49fc-a912-20cc71378e7a
Drake's Chattanooga,,TN,Restaurants,,,0,yes,19.87,19.87,f9ff3cdf-e7bd-43b1-92f1-82b370a1ebec
Bullritos,,TN,Restaurants,,,0,yes,19.83,19.83,d88f3cf2-0d86-448e-b461-2cf39b7cf21d
Dat Burrito Place,,FL,Restaurants,,,0,yes,19.79,19.79,cefa544c-ca67-4e5b-983a-dd30a4cef673
totalElement,,TN,SaaS / Software,,,0,yes,19.79,19.79,b632bdce-4ff0-4730-ae69-0e0edad95767
ParkJockey,,FL,Parking,,,0,yes,19.66,19.66,21717ce6-5d2f-43a1-b0d3-5e2b0e1f45f5
SpotHero,,TN,Parking,,,0,yes,19.61,19.61,f766c96f-6a26-42aa-a3f3-bb53258b8ef6
The Redneck BBQ Lab,,TN,Restaurants,,,0,yes,19.57,19.57,d4e5c4d2-8933-4479-8340-a26b6a9c11aa
Wok 'N Roll,,TN,Restaurants,,,0,yes,19.46,19.46,5bdae217-dbd0-47d8-81c7-bda2427167a3
Amai Coffee Restaurant,,TX,Restaurants,,,0,yes,19.36,19.36,a9a0cfbc-cb0f-4b6a-af6f-5b8ffca2dc33
088 Braums Store Restaurant,,TN,Restaurants,,,0,yes,19.25,19.25,1d23a17c-e5e8-4b4a-948e-a1e00766531f
Asian Chao,,TN,Restaurants,,,0,yes,19.25,19.25,1e4f544c-ccfb-4fc8-a8df-38d21399ed2f
Braves All Star Grill,,TN,Restaurants,,,0,yes,19.19,19.19,e932c4ba-594c-4263-985d-f812ea0baf50
Digi-Key,,TN,General Merchandise,,,0,yes,19.08,19.08,db26e452-3a88-4a38-b3ee-be0d1dd0fdfb
Hudson News,,TN,Books and Newspapers,,,0,yes,19.05,19.05,ee9a90c5-763b-4048-984d-9e25aedc95c1
Wayback Burgers,,TN,Restaurants,,,0,yes,18.97,18.97,f1ae39cc-cbc0-4dca-a632-ca789e6bc4ed
MOOYAH,,TN,Restaurants,,,0,yes,18.91,18.91,9615d591-9977-4f9e-b618-6c17804cd9e1
San Poke,,TX,Restaurants,,,0,yes,18.39,18.39,9141e082-4c71-4e14-bec9-edd432f31249
Wendy's,,TN,Restaurants,,,0,yes,18.37,18.37,62f438fa-0dbd-4cef-8016-37cdfa09c28e
Vancouver,,FL|TN,Restaurants,,,0,yes,18.31,18.31,7cdb56c4-1ed6-46c3-b20c-54c2c6a2816c|417b481c-530d-41e7-983c-8813d276f84c
Zen's Noodles,,FL,Restaurants,,,0,yes,18.28,18.28,76aa5caf-94f1-4ae3-a098-7994ae6deba8
Vancouver FanClub,,FL,Alcohol and Bars,,,0,yes,18.23,18.23,b721506c-16d2-4ef4-b2a0-0bc8095cd965
Tacos Tijuana,,TN,Restaurants,,,0,yes,18.23,18.23,b429b7e2-5df8-464a-ba97-e41fdeb2a388
CLINICA LAS AMERICAS,,FL,Parking,,,0,yes,18.00,18.00,8982200e-302c-4965-8194-cf13092af468
Fleet Coffee,,TX,Supermarkets and Grocery Stores,,,0,yes,17.89,17.89,e7488457-f78a-493b-8063-1b2987da8c3d
Bob Evans Express,,TN,Restaurants,,,0,yes,17.52,17.52,cd0685d3-6183-4807-962d-c086d39ba51a
Pats Select Pizza | Grill,,TN,Restaurants,,,0,yes,17.40,17.40,9e150c77-03c0-4821-93d7-c8df496669ec
Harold's House of Omelettes,,TN,Restaurants,,,0,yes,17.40,17.40,b776f129-2299-4ccf-aa13-d2e3067b20bf
Creekside,,TN,Alcohol and Bars,,,0,yes,17.39,17.39,9c55ad24-66a1-4732-a483-86d2cb144349
Freshens,,TN,Restaurants,,,0,yes,17.20,17.20,846e0712-8e56-4b14-9f63-096d572bfbb3
Pappasito's Cantina,,FL,Restaurants,,,0,yes,16.98,16.98,2aea894b-47c1-4570-a59a-06967da409a9
Thai 4 you Thai Restaurant,,FL,Restaurants,,,0,yes,16.93,16.93,70deee1e-2dfa-4462-9132-aff7413cb1c9
PayByPhone,,FL|TN,Parking,,,0,yes,16.50,16.50,6da8480d-2512-4dba-9be8-28e2cba2ebd8|54f7dd3a-0ce1-4559-bebf-e7185b69354b
Py Farm Air,,TN,Restaurants,,,0,yes,16.50,16.50,92485a78-384a-4036-b88e-3559d264215b
Minutekey,,TN,General Merchandise,,,0,yes,16.24,16.24,963296b3-b65b-4a1a-bf49-9eb4a542904e
SoFresh,,FL,Restaurants,,,0,yes,16.04,16.04,9e3414b0-dd1d-4566-9d07-acbe500b0627
Decatur Town Center,,TN,Parking,,,0,yes,16.00,16.00,c3a4ebe8-b4bc-4d97-9ea5-81e8e530f3f2
Nayax,,TN,Restaurants,,,0,yes,16.00,16.00,1cd6a26c-38c5-498d-84da-304aaee79c75
Costa Vida,,FL,Restaurants,,,0,yes,15.89,15.89,5716a90e-a238-4cf0-9606-03a30ae3c48b
Pei Wei,,TN,Restaurants,,,0,yes,15.78,15.78,43e6f380-3449-4e86-b869-a7429bb8fd24
Buon Giorno Coffee,,FL,Restaurants,,,0,yes,15.48,15.48,83c95ea4-47b2-4820-903e-74ab37250afd
Jamba,,FL,Restaurants,,,0,yes,15.34,15.34,c3487fdd-50b7-4407-868e-c403c05003bd
Bojangles,,TN,Restaurants,,,0,yes,15.16,15.16,aca7f030-7279-44bd-9b1e-54afa1cb6aa9
Trinity Episcopal School,,FL,Charitable donations,,,0,yes,15.00,15.00,f87569bf-e042-4a8d-b6c0-4450dcc26830
Medical Plaza Professional Building,,FL|TX,Parking,,,0,yes,15.00,15.00,4aaba5e4-62e1-436f-812a-38741a1bedce|6776a1d8-6acf-4717-88bb-170da66c3c84
Too Good To Go Inc. Restaurant,,TX,Restaurants,,,0,yes,14.97,14.97,8e7658b7-45e9-4dc4-856e-f9bb6a65e4f6
Cousin's Bar-B-Q,,TX,Restaurants,,,0,yes,14.89,14.89,e6b78db0-7f8b-4a8e-873d-34aaae5df4f7
Schlotzsky's,,TN,Restaurants,,,0,yes,14.79,14.79,3ac7a155-e9ec-474a-b20a-59550d9f977e
Misty's Coffee Shop,,TN,Restaurants,,,0,yes,14.78,14.78,63aa63bd-f08a-492f-ad95-5b8cf3fdf357
Bear's 105 Diner,,TN,Restaurants,,,0,yes,14.76,14.76,6ee12173-9cb6-41e2-991a-baba10ecf072
Copy and Ship HQ Keller,,TX,Office supplies and cleaning,,,0,yes,14.54,14.54,51bb552e-f2ce-4a6a-9384-272ffeab13a3
ParkingMeter,,TN,Parking,,,0,yes,14.50,14.50,b3da651c-46e8-49a4-9af4-bff2e49a24f8
Mercy Hospital,,FL,Parking,,,0,yes,14.00,14.00,cdca4550-dfd8-4993-b1b9-dbb20e79cdbf
Dickey's Barbecue Pit,,FL,Restaurants,,,0,yes,13.83,13.83,d0978ace-bb1d-4c20-9c95-36b6bac92721
Better Buzz Coffee Hillcrest,,TN,Restaurants,,,0,yes,13.51,13.51,51cd59a5-31aa-4c25-830c-8fda3c4db942
Auxilio Parking2,,FL,Medical,,,0,yes,13.30,13.30,3920777e-cb6a-4946-a4e6-517d61b8192b
Evolve By Hudson,,TN,Books and Newspapers,,,0,yes,13.22,13.22,50f4fb4c-3333-4c39-83cc-55e8eaf46268
Parking Reservation At,,FL,Parking,,,0,yes,13.20,13.20,beae505d-4a44-42b8-a11f-1f9a0b923e43
CheapTickets,,TN,Travel Misc,,,0,yes,13.13,13.13,3837cc4d-0f47-4745-97c7-1a8ed0aad495
Hub City Aviation,,FL,Restaurants,,,0,yes,13.09,13.09,43edba05-03e4-40d6-9e1e-e6a104ccc3ab
Noble Joe Coffee Co.,,TN,Restaurants,,,0,yes,12.94,12.94,e62e28f5-5acc-4e7c-8a73-b0b444ffec23
Chopstickers,,TN,Restaurants,,,0,yes,12.54,12.54,c97724fa-6438-44e5-993c-9c8b001122db
Clean Juice,,FL,Restaurants,,,0,yes,12.44,12.44,dff1f8af-5961-4a63-9956-6f4356508227
Always Ice Cream Company,,TN,Supermarkets and Grocery Stores,,,0,yes,12.19,12.19,480d7467-0e5b-4273-85de-9f73fa1f4ab8
Xatay Latin Fusion & Sush Restaurant,,FL,Restaurants,,,0,yes,12.00,12.00,80b682a2-5ac9-4dff-a639-ca55d64e0c46
North American Parking,,TN,Parking,,,0,yes,12.00,12.00,b0817f47-658e-4281-a56f-cbc63cf6d430
City of Aspen Parking,,TN,Parking,,,0,yes,12.00,12.00,9f3e6dad-16d9-441c-8bb3-b270726ec26f
Light Heart Coffee,,TN,Supermarkets and Grocery Stores,,,0,yes,11.35,11.35,abe1d72a-28b0-4650-901c-0a575232398a
Juicebox,,FL,SaaS / Software,,,0,yes,11.29,11.29,c09777ba-8343-4697-a1c5-6e6bc51e890f
City of Miami Beach,,FL,Parking,,,0,yes,10.77,10.77,3726a266-4ffb-4a5d-b679-27711cbccf4b
"Aspen, CO",,TN,Parking,,,0,yes,10.50,10.50,d65f4432-0731-432f-b0ef-8837c4d4eb8f
"Dallas, TX",,FL,Supermarkets and Grocery Stores,,,0,yes,10.27,10.27,9af0c722-35bc-41d1-bce4-a774f8dfcca6
Lifespan,,TN,Professional Services,,,0,yes,10.00,10.00,5e187373-87b6-4a0b-8508-0fe64f10a56c
Gold Deck St Josephs,,TN,Parking,,,0,yes,10.00,10.00,eccefa96-7737-4877-9f7a-cbf3def1aa0c
DK Donuts & Burgers,,TN,Restaurants,,,0,yes,9.99,9.99,aa9c02b1-cd05-4bc2-8b0e-6970f1d56cc6
Kanda Kitchen,,TN,Restaurants,,,0,yes,9.80,9.80,a6163e17-4804-4ab5-a138-8539a3c81582
ALDI,,TN,Supermarkets and Grocery Stores,,,0,yes,9.64,9.64,a895f54c-728c-456d-99e6-5e5214f84216
Moe's Original BBQ,,TN,Restaurants,,,0,yes,9.43,9.43,dbbc5886-a211-4b75-97eb-105af98c14cf
Caliche's Frozen Custard,,TN,Restaurants,,,0,yes,9.36,9.36,c46967ce-2f03-4e3a-bcb8-dce3cb0a1fb9
231 Plaza & Truck Stop,,FL,Fuel and Gas,,,0,yes,9.33,9.33,f7e141f1-5301-4270-89d4-00cd50212e06
Big Mike's Burgers,,FL,Restaurants,,,0,yes,9.25,9.25,2494e3ab-58bb-441d-94f5-d54882d18f1b
Yeti's Grind,,TN,Restaurants,,,0,yes,9.22,9.22,9bd0262d-714a-4f65-a9f1-2a7ef89eb851
In N Out Mart,,TX,Restaurants,,,0,yes,9.15,9.15,d5923a31-fb41-48fb-8b6e-7300ac02346f
Erlanger Health System,,TN,Medical,,,0,yes,9.00,9.00,655d8803-4486-476a-a877-c389d8e4fc56
Albertsons,,TN,Supermarkets and Grocery Stores,,,0,yes,8.79,8.79,dbd58b19-6760-494d-98bb-335d25ceaf17
Feng Cha Teahouse,,TX,Restaurants,,,0,yes,8.61,8.61,31290ea4-b504-4906-bd44-fffc4a338cf7
Hudson Nonstop,,FL,Restaurants,,,0,yes,8.53,8.53,7ad309fb-ee39-4e52-b23e-5a4d2d6742c7
Novo Coffee,,TN,Restaurants,,,0,yes,8.25,8.25,651c78c6-b8a4-49e7-8190-671e408d6857
Avis Car Rental E-Toll,,TN,Car services,,,0,yes,8.11,8.11,adebeccd-10ca-4ff2-8b51-8ba965a018da
Causeway Coffee House,,TN,Supermarkets and Grocery Stores,,,0,yes,8.08,8.08,1b8d2899-9fe7-4534-968a-2ec73ab77e1e
Miami Design District,,FL,Restaurants,,,0,yes,8.00,8.00,23829954-f6d9-48c7-8f33-66d6433cb182
La Quinta Inn & Suites,,FL,Lodging,,,0,yes,8.00,8.00,807fa140-c767-4f3b-af79-8c0b81d56b91
Parkmedia Metro Parkin,,FL,Parking,,,0,yes,8.00,8.00,9fa95f4f-519b-42b3-8587-dcc60883b540
Colpark Loc 916,,TN,Parking,,,0,yes,8.00,8.00,edc6ba73-5f20-44dc-a56c-d46123e4df5b
Front Yard Tacos,,TN,Restaurants,,,0,yes,7.93,7.93,d992d73c-4bbe-42c3-a1f3-0d9aa359284d
Dilly's Deli,,TN,Restaurants,,,0,yes,7.41,7.41,3b637ff6-2a46-4883-9826-2abce3e455fe
Sprouts Farmers Market,,TN,Supermarkets and Grocery Stores,,,0,yes,7.22,7.22,4b7d46da-0162-49b9-a646-1f31fa734cce
StellarBay,,FL,Travel Misc,,,0,yes,7.14,7.14,e144f950-a60e-456f-913f-e70b5240ecb2
Scurlock Tower,,FL,Parking,,,0,yes,7.00,7.00,e192a969-702b-42c5-8bfe-d3c6cb86d67b
Midtown Medical,,TX,Parking,,,0,yes,7.00,7.00,8c2a4d5b-0b3f-4f5c-b07d-f4326035a943
SHARETEA,,TN,Restaurants,,,0,yes,6.93,6.93,a41fb1e6-8ec9-43d9-a447-dfb77ebfc66e
Globo Mercado,,TN,General Merchandise,,,0,yes,6.78,6.78,86c010c7-94a2-4c6a-801f-c6d13bcd39bc
Estacionamiento para Empleados del Hospital Auxilio Mutuo,,FL,Medical,,,0,yes,6.65,6.65,009a5c96-ba3d-4a73-8ed2-9ac04b8ae746
San Miguel Parking,,FL,Parking,,,0,yes,6.65,6.65,da49ade2-bc9f-4337-8838-509034aa76c8
DD/BR,,TN,Restaurants,,,0,yes,6.48,6.48,946a994c-2469-4772-9654-82ec291337cc
Market 361,,TN,Books and Newspapers,,,0,yes,6.18,6.18,25f412be-07ab-4f8a-83d4-e33a45424763
Myrtle Beach,,TN,Restaurants,,,0,yes,6.01,6.01,3795bf87-25a1-4da9-8384-13b7499da952
Miami Parking Authority,,FL,Parking,,,0,yes,6.00,6.00,625f19c9-9de5-455d-9d16-d739408569b4
Ashford Walk,,FL,Parking,,,0,yes,6.00,6.00,5bd48c37-fe90-4e3f-b9cd-c480ade3deba
"Medrock Pharmacy, LLC",,TN,Supermarkets and Grocery Stores,,,0,yes,6.00,6.00,87a29986-a935-42ac-8f36-c0fc0b744c56
The Perry Hotel & Marina Key West,,FL,Lodging,,,0,yes,5.00,5.00,67c514e0-1c48-447d-8109-2a1394ffdf2b
Mcw#10 Kirby,,FL,Car services,,,0,yes,5.00,5.00,c5dc4f23-b27f-4d9c-86ae-8a3f3e733823
Estacionamiento,,FL,Parking,,,0,yes,5.00,5.00,341a5d3d-bfdb-470d-a493-755556b90c50
Blue Water Bridge,,TN,Government Services,,,0,yes,5.00,5.00,d75f4926-337a-473c-962c-e96fa8cd852d
Red Mango,,TN,Restaurants,,,0,yes,4.99,4.99,2faaa0a3-6a30-4908-95dc-09e86d100a02
Marquez Graciani Asset,,FL,Parking,,,0,yes,4.95,4.95,72cb04da-42c7-4542-9969-777a61acea5d
Cammie's Old Dutch Ice Cream,,TN,Supermarkets and Grocery Stores,,,0,yes,4.88,4.88,d07d714b-5a89-447e-924a-1ff4dd1bb8a7
Mms Univ Of Tennessee Restaurant,,TN,Restaurants,,,0,yes,4.80,4.80,b2d02901-a181-4316-be4e-14b08c3b8619
Wix,,FL,SaaS / Software,,,0,yes,4.58,4.58,492a73fe-16f4-4312-92d2-ce42d43a0eb8
City of Coral Gables,,FL,Parking,,,0,yes,4.35,4.35,7f4a89dd-6e5c-4e51-82e6-8bbd2356f8dd
Coca Cola,,FL,Restaurants,,,0,yes,4.25,4.25,8dde8127-0d36-4b0b-a633-472846a32e5a
Air Ventures,,TN,Restaurants,,,0,yes,4.02,4.02,f976ae22-b6d3-43c0-924c-44da46b8a580
Holly Hall Parking,,FL,Medical,,,0,yes,4.00,4.00,44fd588f-ae9f-444f-bcc8-81fb004f27a1
Parking Company of America,,FL,Parking,,,0,yes,4.00,4.00,6ef3ca66-818d-49e1-a55d-633631118644
Colpark Loc 748,,TN,Parking,,,0,yes,4.00,4.00,0490ff2f-40c2-4855-b582-42d766e7f4e4
Epiphany Gluten Free Bakery,,FL,Restaurants,,,0,yes,3.91,3.91,357fed4d-d658-4467-a034-fb6c14f72382
Executive Parking 1 Balti,,FL,Parking,,,0,yes,3.90,3.90,889ed4a5-f060-4503-b286-a2e791bf338c
Ad Bos Vend Restaurant,,FL|TN,Restaurants,,,0,yes,3.80,3.80,3d0b9de3-7560-4cc9-a2b8-28b3b8856031|1e1be211-5ec3-4464-9416-d07311a72261
Nova Espresso,,TN,Restaurants,,,0,yes,3.67,3.67,36cc9f6e-2dd3-4ae1-9e58-5f5881f15668
Arizona Highways,,FL,General Merchandise,,,0,yes,3.39,3.39,b04baf0c-5fbb-4a08-a1e7-0b9c9a80c16c
Midtown Miami CDD,,FL,Parking,,,0,yes,3.00,3.00,d83b1382-47c4-4732-9d8b-8ce55e0451d0
Miami-Dade County,,FL,Government Services,,,0,yes,3.00,3.00,1e99fc4a-adbb-4a11-b646-93ded2bd7d7a
Parking Canalejas,,FL,Parking,,,0,yes,3.00,3.00,10d6858b-53a1-42dd-bfa3-6e06c289fdf7
Goodman Garage,,TN,Parking,,,0,yes,3.00,3.00,9ce8641b-2e97-4c9c-a59f-6b392e123985
Hendrickson Associate Restaurant,,TN,Restaurants,,,0,yes,3.00,3.00,c8fcf187-764a-4f7c-ac88-f42dd8640f7b
Woodward Properties,,TN,Parking,,,0,yes,3.00,3.00,c7d1a3cb-e985-4a28-b91c-909b8d9b5df7
Selig Parking Inc,,TN,Parking,,,0,yes,3.00,3.00,88928823-78f8-4c11-abce-496b76ac53d6
LAZ Parking - Strictly Pediatrics Garage,,TX,Parking,,,0,yes,3.00,3.00,af875695-d248-4085-8174-3b328630c31a
Sunshine,,FL,Taxi and Rideshare,,,0,yes,2.60,2.60,6f9d0f1c-a285-4118-901f-30f0f18979eb
